time_ms,raw_adc,filtered_adc,temp_c,humidity,pressure_hpa
19083.0,946.0,949.4,27.88,43.42,967.57
19107.0,948.0,949.1,27.88,43.42,967.57
19131.0,951.0,949.15,27.88,43.45,967.58
19155.0,950.0,949.2,27.88,43.45,967.58
19179.0,949.0,949.1,27.88,43.45,967.58
19203.0,950.0,949.1,27.88,43.45,967.58
19227.0,950.0,949.1,27.88,43.45,967.55
19251.0,948.0,949.0,27.88,43.45,967.55
19275.0,950.0,949.0,27.88,43.45,967.55
19299.0,949.0,949.0,27.88,43.45,967.55
19323.0,944.0,948.85,27.88,43.44,967.57
19347.0,948.0,948.9,27.88,43.44,967.57
19371.0,948.0,948.95,27.88,43.44,967.57
19395.0,953.0,949.25,27.88,43.44,967.57
19419.0,945.0,949.05,27.88,43.47,967.55
19443.0,948.0,949.0,27.88,43.47,967.55
19467.0,951.0,949.05,27.88,43.47,967.55
19491.0,954.0,949.4,27.88,43.47,967.55
19515.0,951.0,949.25,27.88,43.47,967.58
19539.0,950.0,949.15,27.89,43.47,967.58
19563.0,950.0,949.35,27.89,43.47,967.58
19587.0,949.0,949.4,27.89,43.47,967.58
19611.0,947.0,949.2,27.89,43.47,967.56
19635.0,949.0,949.15,27.89,43.53,967.56
19659.0,949.0,949.15,27.89,43.53,967.56
19683.0,950.0,949.15,27.89,43.53,967.56
19707.0,947.0,949.0,27.89,43.53,967.56
19731.0,946.0,948.9,27.88,43.53,967.59
19755.0,947.0,948.75,27.88,43.53,967.59
19779.0,953.0,948.95,27.88,43.53,967.59
19803.0,946.0,949.05,27.88,43.53,967.59
19827.0,949.0,949.1,27.89,43.56,967.56
19851.0,947.0,949.05,27.89,43.56,967.56
19875.0,950.0,948.9,27.89,43.56,967.56
19899.0,950.0,949.15,27.89,43.56,967.56
19923.0,949.0,949.2,27.89,43.57,967.57
19947.0,947.0,949.0,27.89,43.57,967.57
19971.0,950.0,948.8,27.89,43.57,967.57
19995.0,949.0,948.7,27.89,43.57,967.57
20019.0,954.0,948.9,27.89,43.57,967.54
20043.0,951.0,948.95,27.89,43.57,967.54
20067.0,947.0,948.85,27.89,43.57,967.54
20091.0,949.0,948.95,27.89,43.57,967.54
20115.0,951.0,949.05,27.89,43.57,967.57
20139.0,950.0,949.1,27.89,43.57,967.57
20163.0,950.0,949.1,27.89,43.57,967.57
20187.0,950.0,949.25,27.89,43.57,967.57
20211.0,951.0,949.5,27.89,43.58,967.57
20235.0,949.0,949.6,27.89,43.58,967.57
20259.0,948.0,949.35,27.89,43.58,967.57
20283.0,950.0,949.55,27.89,43.58,967.57
20307.0,945.0,949.35,27.89,43.59,967.58
20331.0,946.0,949.3,27.89,43.59,967.58
20355.0,950.0,949.3,27.89,43.59,967.58
20379.0,949.0,949.25,27.89,43.59,967.58
20403.0,947.0,949.15,27.89,43.64,967.59
20427.0,945.0,949.05,27.89,43.64,967.59
20451.0,947.0,948.9,27.89,43.64,967.59
20475.0,949.0,948.9,27.89,43.64,967.59
20499.0,951.0,948.75,27.89,43.64,967.58
20523.0,947.0,948.55,27.89,43.64,967.58
20547.0,949.0,948.65,27.89,43.64,967.58
20571.0,946.0,948.5,27.89,43.64,967.58
20595.0,947.0,948.3,27.89,43.64,967.54
20619.0,947.0,948.15,27.89,43.64,967.54
20643.0,949.0,948.1,27.89,43.64,967.54
20667.0,948.0,948.0,27.89,43.64,967.54
20691.0,947.0,947.8,27.89,43.65,967.57
20715.0,950.0,947.85,27.89,43.65,967.57
20739.0,950.0,947.95,27.89,43.65,967.57
20763.0,946.0,947.75,27.89,43.65,967.57
20787.0,946.0,947.8,27.89,43.68,967.57
20811.0,949.0,947.95,27.89,43.68,967.57
20835.0,945.0,947.7,27.89,43.68,967.57
20859.0,951.0,947.8,27.89,43.68,967.57
20883.0,947.0,947.8,27.89,43.68,967.56
20907.0,951.0,948.1,27.89,43.68,967.56
20931.0,945.0,948.0,27.89,43.68,967.56
20955.0,947.0,947.9,27.89,43.68,967.56
20979.0,950.0,947.85,27.89,43.67,967.57
21003.0,950.0,948.0,27.89,43.67,967.57
21027.0,951.0,948.1,27.89,43.67,967.57
21051.0,948.0,948.2,27.89,43.67,967.57
21075.0,950.0,948.35,27.9,43.67,967.59
21099.0,951.0,948.55,27.9,43.67,967.59
21123.0,950.0,948.6,27.9,43.67,967.59
21147.0,952.0,948.8,27.9,43.67,967.59
21171.0,951.0,949.0,27.89,43.7,967.56
21195.0,953.0,949.15,27.89,43.7,967.56
21219.0,953.0,949.3,27.89,43.7,967.56
21243.0,950.0,949.5,27.89,43.7,967.56
21267.0,950.0,949.7,27.89,43.67,967.58
21291.0,951.0,949.8,27.89,43.67,967.58
21315.0,950.0,950.05,27.89,43.67,967.58
21339.0,949.0,949.95,27.89,43.67,967.58
21363.0,948.0,950.0,27.89,43.68,967.57
21387.0,951.0,950.0,27.89,43.68,967.57
21411.0,947.0,950.1,27.89,43.68,967.57
21435.0,949.0,950.2,27.89,43.68,967.57
21459.0,950.0,950.2,27.89,43.71,967.56
21483.0,954.0,950.4,27.89,43.71,967.56
21507.0,947.0,950.2,27.89,43.71,967.56
21531.0,951.0,950.35,27.89,43.71,967.56
21555.0,950.0,950.35,27.89,43.68,967.57
21579.0,951.0,950.35,27.89,43.68,967.57
21603.0,954.0,950.55,27.89,43.68,967.57
21627.0,947.0,950.3,27.89,43.68,967.57
21651.0,953.0,950.4,27.89,43.68,967.58
21675.0,953.0,950.4,27.89,43.68,967.58
21699.0,954.0,950.45,27.89,43.68,967.58
21723.0,951.0,950.5,27.89,43.68,967.58
21747.0,950.0,950.5,27.89,43.68,967.57
